title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Ρωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη,Sputnik Newsroom,2022-02-27 06:11:06,full,https://sputniknews.gr/20220227/rosiko-yp-amynas-to-tagma-azof-htypise-me-pyrayloys-katoikimenes-periohes-konta-sti-marioypoli-24512946.html,sputniknews.gr,Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη. Όσα γνωστοποίησε σήμερα το ρωσικό Υπουργείο Άμυνας.,"https://sputniknews.gr/20220227/rosiko-yp-amynas-to-tagma-azof-htypise-me-pyrayloys-katoikimenes-periohes-konta-sti-marioypoli-24512946.htmlΡωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη ΜαριούποληΡωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη ΜαριούποληΤο Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη. Όσα γνωστοποίησε σήμερα το ρωσικό Υπουργείο Άμυνας. 27.02.2022, Sputnik Ελλάδα2022-02-27T08:11+02002022-02-27T08:11+02002022-02-27T08:25+0200κλιμάκωση στο ντονμπάςρωσίαουκρανίαρωσικό υπουργείο άμυναςτάγμα αζόφ/html/head/meta[@name='og:title']/@content/html/head/meta[@name='og:description']/@contenthttps://cdnn1.",Sputnik,213112,news,GR,el,['Sputnik Newsroom'],https://cdnn1.img.sputniknews.gr/images/sharing/article/gre/24512946.jpg?244969521645943113,False,,19.766,7eeabb794079d7cbca4b2894aaada561
Ρωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη,Sputnik Newsroom,2022-02-27 06:11:06,full,https://sputniknews.gr/20220227/rosiko-yp-amynas-to-tagma-azof-htypise-me-pyrayloys-katoikimenes-periohes-konta-sti-marioypoli-24512946.html,sputniknews.gr,Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη. Όσα γνωστοποίησε σήμερα το ρωσικό Υπουργείο Άμυνας.,"https://sputniknews.gr/20220227/rosiko-yp-amynas-to-tagma-azof-htypise-me-pyrayloys-katoikimenes-periohes-konta-sti-marioypoli-24512946.htmlΡωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη ΜαριούποληΡωσικό Υπ. Άμυνας: Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη ΜαριούποληΤο Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές κοντά στη Μαριούπολη. Όσα γνωστοποίησε σήμερα το ρωσικό Υπουργείο Άμυνας. 27.02.2022, Sputnik Ελλάδα2022-02-27T08:11+02002022-02-27T08:11+02002022-02-27T08:25+0200κλιμάκωση στο ντονμπάςρωσίαουκρανίαρωσικό υπουργείο άμυναςτάγμα αζόφ/html/head/meta[@name='og:title']/@content/html/head/meta[@name='og:description']/@contenthttps://cdnn1.",Sputnik,213112,news,GR,el,['Sputnik Newsroom'],https://cdnn1.img.sputniknews.gr/images/sharing/article/gre/24512946.jpg?244969521645943113,False,,19.766,7eeabb794079d7cbca4b2894aaada561
Ρωσικό ΥΠΑΜ: «Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη»,Email,2022-02-27 06:21:00,timezone unknown,https://www.pronews.gr/amyna-asfaleia/enoples-sygkroyseis/1061182_oykrania-rosiko-ypam-tagma-azof-htypise-me-pyrayloys,pronews.gr,Χτύπησε με πυραυλικά συστήματα τύπου Grad,"Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη.""Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη"", δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",pronews.gr,115284,news,GR,el,['Email'],https://www.pronews.gr/sites/default/files/styles/ogimage_thumb/public/article/2022/2/27/russian_army_screenshot-2022-02-16-at-10.43.30-pm.png?itok=RAiEOdVL,False,,18.632221,ef603d7414e5976800b3a69ae55ab222
Ρωσικό ΥΠΑΜ: «Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη»,Email,2022-02-27 06:21:00,timezone unknown,https://www.pronews.gr/amyna-asfaleia/enoples-sygkroyseis/1061182_oykrania-rosiko-ypam-tagma-azof-htypise-me-pyrayloys,pronews.gr,Χτύπησε με πυραυλικά συστήματα τύπου Grad,"Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη.""Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη"", δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",pronews.gr,115284,news,GR,el,['Email'],https://www.pronews.gr/sites/default/files/styles/ogimage_thumb/public/article/2022/2/27/russian_army_screenshot-2022-02-16-at-10.43.30-pm.png?itok=RAiEOdVL,False,,18.632221,ef603d7414e5976800b3a69ae55ab222
ΡΩΣΙΚΟ ΥΠΟΥΡΓΕΙΟ ΑΜΥΝΑΣ: ΤΟ ΤΑΓΜΑ ΑΖΟΦ ΧΤΥΠΗΣΕ ΜΕ ΠΥΡΑΥΛΟΥΣ ΚΑΤΟΙΚΗΜΕΝΕΣ ΠΕΡΙΟΧΕΣ ΚΟΝΤΑ ΣΤΗ ΜΑΡΙΟΥΠΟΛΗ – ΣΥΝΕΧΙΖΕΤΑΙ ΤΟ ΚΥΝΗΓΙ ΤΩΝ ΝΑΖΙΣΤΩΝ ΑΠΟ ΤΟΝ ΠΟΥΤΙΝ ΚΑΙ ΤΟΥΣ ΣΤΡΑΤΙΩΤΕΣ ΤΟΥ,Athina,2022-02-27 06:31:42,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%a1%ce%a9%ce%a3%ce%99%ce%9a%ce%9f-%ce%a5%ce%a0%ce%9f%ce%a5%ce%a1%ce%93%ce%95%ce%99%ce%9f-%ce%91%ce%9c%ce%a5%ce%9d%ce%91%ce%a3-%ce%a4%ce%9f-%ce%a4%ce%91%ce%93%ce%9c%ce%91-%ce%91%ce%96%ce%9f%ce%a6,makeleio.gr,"Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας. Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ. Ο ρωσικός στρατός κατέστρεψε 975 […]","Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας.

Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",makeleio.gr,179703,news,GR,el,['Athina'],https://www.makeleio.gr/wp-content/uploads/2022/02/asow.jpg,False,,18.193415,58ff24daad64e739b16dee0901a90cc9
ΡΩΣΙΚΟ ΥΠΟΥΡΓΕΙΟ ΑΜΥΝΑΣ: ΤΟ ΤΑΓΜΑ ΑΖΟΦ ΧΤΥΠΗΣΕ ΜΕ ΠΥΡΑΥΛΟΥΣ ΚΑΤΟΙΚΗΜΕΝΕΣ ΠΕΡΙΟΧΕΣ ΚΟΝΤΑ ΣΤΗ ΜΑΡΙΟΥΠΟΛΗ – ΣΥΝΕΧΙΖΕΤΑΙ ΤΟ ΚΥΝΗΓΙ ΤΩΝ ΝΑΖΙΣΤΩΝ ΑΠΟ ΤΟΝ ΠΟΥΤΙΝ ΚΑΙ ΤΟΥΣ ΣΤΡΑΤΙΩΤΕΣ ΤΟΥ,Athina,2022-02-27 06:31:42,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%a1%ce%a9%ce%a3%ce%99%ce%9a%ce%9f-%ce%a5%ce%a0%ce%9f%ce%a5%ce%a1%ce%93%ce%95%ce%99%ce%9f-%ce%91%ce%9c%ce%a5%ce%9d%ce%91%ce%a3-%ce%a4%ce%9f-%ce%a4%ce%91%ce%93%ce%9c%ce%91-%ce%91%ce%96%ce%9f%ce%a6,makeleio.gr,"Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας. Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ. Ο ρωσικός στρατός κατέστρεψε 975 […]","Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας.

Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",makeleio.gr,179703,news,GR,el,['Athina'],https://www.makeleio.gr/wp-content/uploads/2022/02/asow.jpg,False,,18.193415,58ff24daad64e739b16dee0901a90cc9
Σχόλιο στο ΡΩΣΙΚΟ ΥΠΟΥΡΓΕΙΟ ΑΜΥΝΑΣ: ΤΟ ΤΑΓΜΑ ΑΖΟΦ ΧΤΥΠΗΣΕ ΜΕ ΠΥΡΑΥΛΟΥΣ ΚΑΤΟΙΚΗΜΕΝΕΣ ΠΕΡΙΟΧΕΣ ΚΟΝΤΑ ΣΤΗ ΜΑΡΙΟΥΠΟΛΗ – ΣΥΝΕΧΙΖΕΤΑΙ ΤΟ ΚΥΝΗΓΙ ΤΩΝ ΝΑΖΙΣΤΩΝ ΑΠΟ ΤΟΝ ΠΟΥΤΙΝ ΚΑΙ ΤΟΥΣ ΣΤΡΑΤΙΩΤΕΣ ΤΟΥ από ΠΑΤΡΙΩΤΗΣ,ΠΑΤΡΙΩΤΗΣ,2022-02-27 07:57:19,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%a1%ce%a9%ce%a3%ce%99%ce%9a%ce%9f-%ce%a5%ce%a0%ce%9f%ce%a5%ce%a1%ce%93%ce%95%ce%99%ce%9f-%ce%91%ce%9c%ce%a5%ce%9d%ce%91%ce%a3-%ce%a4%ce%9f-%ce%a4%ce%91%ce%93%ce%9c%ce%91-%ce%91%ce%96%ce%9f%ce%a6/#comment-3113481,makeleio.gr,"Ούτε ναζί ούτε πράσινα άλογα . Έτσι είναι οι ναζί ;;
Αυτά ήταν η πρόφαση για να εισβάλουν. Και ήταν και σε γνώση των δυτικών ευνούχων λοάκτι.
Και φυσικά είναι θέμα χρόνου να πέσει ένα Κράτος που ουσιαστικά είναι μόνο του σε μια υπερδύναμη.
Μόνο που σε λίγο αρχίζουν όλα τα μοιραία για τον πλανήτη γη .
Είχα πεί όλα είναι στημένα από το μεγάλο παγκόσμιο ερπ. Απλά οι μαριονέτες του εκτελούν . Μετά τις ιώσεις που έσπειρε , θα σπείρει τον όλεθρο την πείνα και την δυστυχία στον πλανήτη . Θα αλληλοφαγωθούν μεταξύ τους -χαοτικές καταστάσεις στη γη ....
Μόνο που έχουν λογαριάσει χωρίς τον ξενοδόχο","Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας.

Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",makeleio.gr,179703,news,GR,el,['ΠΑΤΡΙΩΤΗΣ'],https://www.makeleio.gr/wp-content/uploads/2022/02/asow.jpg,False,,18.193415,188981e62012ddb79eca3290a3c8eeef
Σχόλιο στο ΡΩΣΙΚΟ ΥΠΟΥΡΓΕΙΟ ΑΜΥΝΑΣ: ΤΟ ΤΑΓΜΑ ΑΖΟΦ ΧΤΥΠΗΣΕ ΜΕ ΠΥΡΑΥΛΟΥΣ ΚΑΤΟΙΚΗΜΕΝΕΣ ΠΕΡΙΟΧΕΣ ΚΟΝΤΑ ΣΤΗ ΜΑΡΙΟΥΠΟΛΗ – ΣΥΝΕΧΙΖΕΤΑΙ ΤΟ ΚΥΝΗΓΙ ΤΩΝ ΝΑΖΙΣΤΩΝ ΑΠΟ ΤΟΝ ΠΟΥΤΙΝ ΚΑΙ ΤΟΥΣ ΣΤΡΑΤΙΩΤΕΣ ΤΟΥ από ΠΑΤΡΙΩΤΗΣ,ΠΑΤΡΙΩΤΗΣ,2022-02-27 07:57:19,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%a1%ce%a9%ce%a3%ce%99%ce%9a%ce%9f-%ce%a5%ce%a0%ce%9f%ce%a5%ce%a1%ce%93%ce%95%ce%99%ce%9f-%ce%91%ce%9c%ce%a5%ce%9d%ce%91%ce%a3-%ce%a4%ce%9f-%ce%a4%ce%91%ce%93%ce%9c%ce%91-%ce%91%ce%96%ce%9f%ce%a6/#comment-3113481,makeleio.gr,"Ούτε ναζί ούτε πράσινα άλογα . Έτσι είναι οι ναζί ;;
Αυτά ήταν η πρόφαση για να εισβάλουν. Και ήταν και σε γνώση των δυτικών ευνούχων λοάκτι.
Και φυσικά είναι θέμα χρόνου να πέσει ένα Κράτος που ουσιαστικά είναι μόνο του σε μια υπερδύναμη.
Μόνο που σε λίγο αρχίζουν όλα τα μοιραία για τον πλανήτη γη .
Είχα πεί όλα είναι στημένα από το μεγάλο παγκόσμιο ερπ. Απλά οι μαριονέτες του εκτελούν . Μετά τις ιώσεις που έσπειρε , θα σπείρει τον όλεθρο την πείνα και την δυστυχία στον πλανήτη . Θα αλληλοφαγωθούν μεταξύ τους -χαοτικές καταστάσεις στη γη ....
Μόνο που έχουν λογαριάσει χωρίς τον ξενοδόχο","Το Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη, αναφέρει το ρωσικό Υπουργείο Άμυνας.

Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη, δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.Σύμφωνα με τον ίδιο, «223 άρματα μάχης και άλλα τεθωρακισμένα οχήματα μάχης, 28 αεροσκάφη (στο έδαφος), 39 συστήματα πολλαπλών πυραύλων εκτόξευσης, 86 πυροβόλα πυροβολικού πεδίου και όλμοι, 143 μονάδες ειδικών στρατιωτικών οχημάτων» καταστράφηκαν.",makeleio.gr,179703,news,GR,el,['ΠΑΤΡΙΩΤΗΣ'],https://www.makeleio.gr/wp-content/uploads/2022/02/asow.jpg,False,,18.193415,188981e62012ddb79eca3290a3c8eeef
Ρωσικό ΥΠΑΜ-«Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη»,iskra,2022-02-27 09:29:13,full,https://iskra.gr/%cf%81%cf%89%cf%83%ce%b9%ce%ba%cf%8c-%cf%85%cf%80%ce%b1%ce%bc-%cf%84%ce%bf-%cf%84%ce%ac%ce%b3%ce%bc%ce%b1-%ce%b1%ce%b6%cf%8c%cf%86-%cf%87%cf%84%cf%8d%cf%80%ce%b7%cf%83%ce%b5-%ce%bc%ce%b5-%cf%80,iskra.gr,"Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη. 'Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη', δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ. Ο ρωσικός […]
The post Ρωσικό ΥΠΑΜ-«Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη» appeared first on iskra.","Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη.

'Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη', δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.",iskra.gr,381545,news,GR,el,['iskra'],https://iskra.gr/wp-content/uploads/2022/02/russian_army_screenshot-2022-02-16-at-10.43.30-pm.png,False,@iskranews,17.85571,62610c76e845d793a69022cf2ec8ac1e
Ρωσικό ΥΠΑΜ-«Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη»,iskra,2022-02-27 09:29:13,full,https://iskra.gr/%cf%81%cf%89%cf%83%ce%b9%ce%ba%cf%8c-%cf%85%cf%80%ce%b1%ce%bc-%cf%84%ce%bf-%cf%84%ce%ac%ce%b3%ce%bc%ce%b1-%ce%b1%ce%b6%cf%8c%cf%86-%cf%87%cf%84%cf%8d%cf%80%ce%b7%cf%83%ce%b5-%ce%bc%ce%b5-%cf%80,iskra.gr,"Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη. 'Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη', δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ. Ο ρωσικός […]
The post Ρωσικό ΥΠΑΜ-«Το Τάγμα Αζόφ χτύπησε με πυραύλους κατοικημένες περιοχές στη Μαριούπολη» appeared first on iskra.","Το ρωσικό υπουργείο Άμυνας, ανακοίνωσε πώς το ουκρανικό ναζιστικό Τάγμα Αζόφ χτύπησε με πυραυλικά συστήματα τύπου Grad κατοικημένες περιοχές κοντά στη Μαριούπολη.

'Εθνικιστές από το Τάγμα Αζόφ χρησιμοποίησαν συστήματα Grad σε κατοικημένες περιοχές του προαστίου της Μαριούπολης και στο σχολείο στη Μαριούπολη', δήλωσε συγκεκριμένα ο εκπρόσωπος του ρωσικού υπουργείου Άμυνας, υποστράτηγος Ίγκορ Κονασένκοφ.

Ο ρωσικός στρατός κατέστρεψε 975 στρατιωτικούς στόχους της Ουκρανίας, είπε έπειτα ο Κονασένκοφ.",iskra.gr,381545,news,GR,el,['iskra'],https://iskra.gr/wp-content/uploads/2022/02/russian_army_screenshot-2022-02-16-at-10.43.30-pm.png,False,@iskranews,17.85571,62610c76e845d793a69022cf2ec8ac1e
