title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Μαρία Ζαχάροβα,Πελοπόννησος Newsroom,2022-03-09 11:07:19,full,https://pelop.gr/maria-zacharova-mikri-proodos-stis-diapragmatefseis-oi-ipa-mas-perikyklosan-me-viologika-ergastiria-vinteo,pelop.gr,"«Η Ρωσία θα επιτύχει τον στόχο να διασφαλίσει ένα ουδέτερο καθεστώς στην Ουκρανία», δήλωσε μεταξύ άλλων η εκπρόσωπος του ρωσικού υπουργείου Εξωτερικών, Μαρία","Πελοπόννησος Newsroom


 «Η Ρωσία θα επιτύχει τον στόχο να διασφαλίσει ένα ουδέτερο καθεστώς στην Ουκρανία», δήλωσε μεταξύ άλλων η εκπρόσωπος του ρωσικού υπουργείου Εξωτερικών, Μαρία Ζαχάροβα.
Παράλληλα, τόνισε ότι θα ήταν καλύτερο αν οι στόχοι της Ρωσίας στην Ουκρανία επιτυγχάνονταν μέσω διαλόγου, ενώ έκανε λόγο για μικρή πρόοδο στις συνομιλίες.

#BREAKING Russia says 'some progress' being made in talks with Ukraine pic.twitter.com/nsKSCGyMUC
— AFP News Agency (@AFP) March 9, 2022 Σύμφωνα με την ίδια, οι στόχοι της Μόσχας δεν περιλαμβάνουν την ανατροπή της κυβέρνησης του Κιέβου, ενώ εξέφρασε την εκτίμηση ότι θα υπάρξει μεγαλύτερη πρόοδος στον επόμενο γύρο συνομιλιών με την Ουκρανία.",pelop.gr,336220,news,GR,el,['Πελοπόννησος Newsroom'],https://pelop.gr/wp-content/uploads/2022/01/LOGO-PELOP-1000-x-1000-3.jpg,False,@Karras,26.515326,7c97b1cb4e084a50a3c1e3cc63c38979
Για ύπαρξη Ουκρανικού προγράμματος βιολογικού πολέμου κάνει λόγο η Μόσχα,902.gr,2022-03-09 12:54:11,full,https://www.902.gr/eidisi/kosmos/288792/gia-yparxi-oykranikoy-programmatos-viologikoy-polemoy-kanei-logo-i-mosha,902.gr,Για ύπαρξη Ουκρανικού προγράμματος βιολογικού πολέμου κάνει λόγο η Μόσχα | 902.gr,"Για ύπαρξη Ουκρανικού προγράμματος βιολογικού πολέμου κάνει λόγο η Μόσχα, μετά τις αναφορές ρωσικών ΜΜΕ ότι σε βιολογικά εργαστήρια των ΗΠΑ που υπάρχουν στην Ουκρανία αποθηκεύονται μεγάλες ποσότητες επικίνδυνων ιών, κάτι που η Ρωσία ανακάλυψε κατά τη διάρκεια των στρατιωτικών επιχειρήσεων στην Ουκρανία.
Η Ρωσία θεωρεί πως οι καταγγελίες της ότι η Ουκρανία είχε στρατιωτικά βιολογικά προγράμματα είναι ένα σημαντικό ζήτημα για ολόκληρο τον κόσμο, ο οποίος είναι ανάγκη να γνωρίζει την αλήθεια, δήλωσε σήμερα ο εκπρόσωπος του Κρεμλίνου, Ντμίτρι Πεσκόφ.",Copyright © 2012-2022 902.gr,182298,news,GR,el,['902.gr'],https://www.902.gr/sites/default/files/styles/902-grid-8/public/MediaV2/20170417/dmitry-peskov.jpg?itok=-w72cAsu,False,,27.433561,7744c1bb852fbe1153e5ad4adcfad1fc
ΕΕ: Οι πληροφορίες για εργαστήρια βιολογικού πολέμου στην Ουκρανία είναι πιθανόν ρωσική παραπληροφόρηση,,2022-03-09 15:45:13,full,https://www.liberal.gr/world/ee-oi-plirofories-gia-ergastiria-biologikou-polemou-stin-oukrania-einai-pithanon-rosiki-parapliroforisi/436866,liberal.gr,"Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η…","Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.
«Η αξιοπιστία των πληροφοριών που παρέχονται από το Κρεμλίνο είναι γενικά πολύ αμφίβολη και χαμηλή», δήλωσε ο εκπρόσωπος της Ευρωπαϊκής Επιτροπής για θέματα εξωτερικής πολιτικής Πίτερ Στάνο.
«Η ρωσική παραπληροφόρηση έχει ένα ιστορικό προώθησης χειριστικών αφηγήσεων για βιολογικά όπλα και υποτιθέμενα ""μυστικά εργαστήρια""», είπε και πρόσθεσε πως η ΕΕ δεν γνωρίζει για οποιαδήποτε ουκρανικά εργαστήρια που δεν συνάδουν με το διεθνές δίκαιο.",liberal.gr,77621,news,GR,el,[],https://www.liberal.gr/photos/754457867.jpg,False,@LiberalGr,27.745275,3f0fc509587b38b3a493ae71336815d2
ΕΕ: Ρωσική παραπληροφόρηση τα εργαστήρια βιολογικού πολέμου στην Ουκρανία,Naftemporiki,2022-03-09 16:45:00,full,https://www.naftemporiki.gr/story/1840507/ee-rosiki-parapliroforisi-ta-ergastiria-biologikou-polemou-stin-oukrania,naftemporiki.gr,"Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.","Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.

""Η αξιοπιστία των πληροφοριών που παρέχονται από το Κρεμλίνο είναι γενικά πολύ αμφίβολη και χαμηλή"", δήλωσε ο εκπρόσωπος της Ευρωπαϊκής Επιτροπής για θέματα εξωτερικής πολιτικής Πίτερ Στάνο.

""Η ρωσική παραπληροφόρηση έχει ένα ιστορικό προώθησης χειριστικών αφηγήσεων για βιολογικά όπλα και υποτιθέμενα 'μυστικά εργαστήρια'"", είπε και πρόσθεσε πως η ΕΕ δεν γνωρίζει για οποιαδήποτε ουκρανικά εργαστήρια που δεν συνάδουν με το διεθνές δίκαιο.",naftemporiki.gr,21449,world,GR,el,['Naftemporiki'],https://www.naftemporiki.gr/fu/t/1840507/1080/568/0x0000000001cbbb13/2/1/ee-rosiki-parapliroforisi-ergastiria-biologikou-polemou-stin-oukrania.jpg,False,@naftemporikigr,27.895094,0c5e0175360c721e041d89b3cfc5300d
ΕΕ: «Ρωσική παραπληροφόρηση» οι αναφορές για εργαστήρια βιολογικού πολέμου στην Ουκρανία,NEWSROOM IEFIMERIDA.GR 09/03/2022 19:01,2022-03-09 17:01:45,full,https://www.iefimerida.gr/kosmos/oykrania-rosiaparapliroforisi-biologika-ergastiria,iefimerida.gr,"Οι αναφορές για εργαστήρια βιολογικού πολέμου στην Ουκρανία είναι πιθανόν ρωσική παραπληροφόρηση, σύμφωνα με την ΕΕ.","Οι αναφορές για εργαστήρια βιολογικού πολέμου στην Ουκρανία είναι πιθανόν ρωσική παραπληροφόρηση, σύμφωνα με την ΕΕ. Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.
ΤΟ ΑΡΘΡΟ ΣΥΝΕΧΙΖΕΙ ΜΕΤΑ ΤΗΝ ΔΙΑΦΗΜΙΣΗ
«Η αξιοπιστία των πληροφοριών που παρέχονται από το Κρεμλίνο είναι γενικά πολύ αμφίβολη και χαμηλή», δήλωσε ο εκπρόσωπος της Ευρωπαϊκής Επιτροπής για θέματα εξωτερικής πολιτικής Πίτερ Στάνο.",iefimerida.gr,26696,news,GR,el,['NEWSROOM IEFIMERIDA.GR'],https://www.iefimerida.gr/sites/default/files/styles/facebook/public/2022-03/maska-viologikos-polemos.jpg?itok=En6LorqJ,False,@iefimerida,28.118675,b963a91a61f13fc59b83ba958ecaf283
Πόλεμος στην Ουκρανία: Τηλεφωνική επικοινωνία Πούτιν,,2022-03-09 17:10:58,full,https://www.reader.gr/diethni/405780/polemos-stin-oykrania-tilefoniki-epikoinonia-poytin-solts,reader.gr,Τηλεφωνική συνομιλία Βλαντίμιρ Πούτιν - Ολαφ Σολτς για διάνοιξη ανθρωπιστικών διαδρόμων και για «διπλωματικές προσπάθειες» για τον πόλεμο στην Ουκρανία - Αμφισβητεί η Ευρωπαϊκή Ενωση τις ρωσικές…,"Ανάγνωση: Ο Ρώσος πρόεδρος Βλαντίμιρ Πούτιν και ο Γερμανός καγκελάριος Όλαφ Σολτς συνομίλησαν σήμερα Τετάρτη (9/3) για «διπλωματικές προσπάθειες» αναφορικά με τη ρωσική εισβολή στην Ουκρανία και για τη διάνοιξη ανθρωπιστικών οδών για την απομάκρυνση αμάχων, ανακοίνωσε το Κρεμλίνο. Κατά τη διάρκεια της τηλεφωνικής τους συνομιλίας, οι δύο ηγέτες συζήτησαν «επιλογές σχετικά με πολιτικές και διπλωματικές προσπάθειες» και ο Ρώσος πρόεδρος «παρείχε πληροφορίες σχετικά με τα μέτρα που έχουν ληφθεί για τη δημιουργία ανθρωπιστικών διαδρόμων για την απομάκρυνση αμάχων από περιοχές μαχών», ανέφερε το Κρεμλίνο σε ανακοίνωσή του.",reader.gr,206930,news,GR,el,[],https://www.reader.gr/sites/default/files/styles/reader_watermark/public/2022-03/putin-scholz.jpg?itok=dWkHSKIU,False,,26.565586,756a3c5204e5d17f999d93e793b927da
ΑΣΥΛΛΗΠΤΗ ΠΑΡΑΔΟΧΗ από τις ΗΠΑ: «Ναι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία – Τα καταστρέφουμε για να μην τα πάρει η Ρωσία» – Τι έχουν να πουν για αυτό τα Δυτικά ΜΜΕ;,Redbull,2022-03-09 17:20:00,full,https://www.makeleio.gr/%ce%b5%cf%80%ce%b9%ce%ba%ce%b1%ce%b9%cf%81%ce%bf%cf%84%ce%b7%cf%84%ce%b1/%ce%91%ce%a3%ce%a5%ce%9b%ce%9b%ce%97%ce%a0%ce%a4%ce%97-%ce%a0%ce%91%ce%a1%ce%91%ce%94%ce%9f%ce%a7%ce%97-%ce%b1%cf%80%cf%8c-%cf%84%ce%b9%cf%82-%ce%97%ce%a0%ce%91-%ce%9d%ce%b1%ce%b9-%cf%85%cf%80,makeleio.gr,"Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων. «Η […]","Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων.

«Η Ουκρανία διαθέτει εγκαταστάσεις βιολογικής έρευνας, και είμαστε πράγματι ανήσυχοι αυτό το διάστημα για την πιθανότητα οι ρωσικές δυνάμεις να αποπειραθούν να τις καταλάβουν», είπε η τρίτη τη τάξει της αμερικανικής διπλωματίας, η Βικτόρια Νούλαντ, κατά τη διάρκεια κοινοβουλευτικής ακρόασης.",makeleio.gr,179703,news,GR,el,['Redbull'],https://www.makeleio.gr/wp-content/uploads/2022/01/Μπάιντεν.jpg,False,,27.063242,65017b1115486f9e4fc753d766bd2f62
ΕΕ: Πιθανόν ρωσική παραπληροφόρηση τα περί μυστικού εργαστηρίου με βιολογικά όπλα στην Ουκρανία,,2022-03-09 17:32:25,full,https://www.mononews.gr/politics/global-politics/ee-pithanon-rosiki-parapliroforisi-ta-peri-mistikou-ergastiriou-me-viologika-opla-stin-oukrania,mononews.gr,"Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η…","Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.
'Η αξιοπιστία των πληροφοριών που παρέχονται από το Κρεμλίνο είναι γενικά πολύ αμφίβολη και χαμηλή', δήλωσε ο εκπρόσωπος της Ευρωπαϊκής Επιτροπής για θέματα εξωτερικής πολιτικής Πίτερ Στάνο.
'Η ρωσική παραπληροφόρηση έχει ένα ιστορικό προώθησης χειριστικών αφηγήσεων για βιολογικά όπλα και υποτιθέμενα ‘μυστικά εργαστήρια'', είπε και πρόσθεσε πως η ΕΕ δεν γνωρίζει για οποιαδήποτε ουκρανικά εργαστήρια που δεν συνάδουν με το διεθνές δίκαιο.",mononews.gr,109836,news,GR,el,[],https://www.mononews.gr/wp-content/uploads/2021/02/210223204754_evropaiki-enosi-simaies.jpg,False,@mononewsgr,27.873264,71e80135a24dc2dfd03325580abec747
ΕΕ: Αναξιόπιστες οι πληροφορίες για εργαστήρια βιολογικού πολέμου στην Ουκρανία,BusinessNews.gr,2022-03-09 18:00:00,timezone unknown,https://www.businessnews.gr/kosmos/item/231429-ee-anaksiopistes-oi-plirofories-gia-ergastiria-viologikoy-polemou-stin-oukrania,businessnews.gr,"Η ρωσική παραπληροφόρηση έχει ένα ιστορικό προώθησης χειριστικών αφηγήσεων για βιολογικά όπλα και υποτιθέμενα μυστικά εργαστήρια, δήλωσε ο εκπρόσωπος της Κομισιόν για θέματα εξωτερικής πολιτικής Πίτερ…","Η ρωσική παραπληροφόρηση έχει ένα ιστορικό προώθησης χειριστικών αφηγήσεων για βιολογικά όπλα και υποτιθέμενα μυστικά εργαστήρια, δήλωσε ο εκπρόσωπος της Κομισιόν για θέματα εξωτερικής πολιτικής Πίτερ Στάνο. Από χθες η Κίνα κατηγόρησε τις ΗΠΑ για στρατιωτικά βιολογικά εργοστάσια στην Ουκρανία, με την Ρωσία την Τετάρη (9/3) να επανέρχεται στο θέμα, αλλά την ΕΕ να διαψεύδει αυτούς τους ισχυρισμούς. Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα.",businessnews.gr,129853,news,GR,el,['BusinessNews.gr'],https://www.businessnews.gr/media/k2/items/cache/26cc3c7bf828c0e70953af4f9c89ba0b_L.jpg,False,@businessnewsgr,28.511093,79a462bc7eb6ed67a02da50cf98fdc9e
Σχόλιο στο ΑΣΥΛΛΗΠΤΗ ΠΑΡΑΔΟΧΗ ΑΠΟ ΤΙΣ ΗΠΑ: «ΝΑΙ ΥΠΑΡΧΟΥΝ ΒΙΟΛΟΓΙΚΑ ΕΡΓΑΣΤΗΡΙΑ ΣΤΗΝ ΟΥΚΡΑΝΙΑ – ΤΑ ΚΑΤΑΣΤΡΕΦΟΥΜΕ ΓΙΑ ΝΑ ΜΗΝ ΤΑ ΠΑΡΕΙ Η ΡΩΣΙΑ» – ΤΙ ΕΧΟΥΝ ΝΑ ΠΟΥΝ ΤΩΡΑ ΤΑ ΔΥΤΙΚΑ ΜΜΕ; από ουστ,ουστ,2022-03-09 18:37:54,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%91%ce%a3%ce%a5%ce%9b%ce%9b%ce%97%ce%a0%ce%a4%ce%97-%ce%a0%ce%91%ce%a1%ce%91%ce%94%ce%9f%ce%a7%ce%97-%ce%b1%cf%80%cf%8c-%cf%84%ce%b9%cf%82-%ce%97%ce%a0%ce%91-%ce%9d%ce%b1%ce%b9-%cf%85%cf%80/#comment-3134640,makeleio.gr,Σε όλες τις πουστιές οι Αμερικάνοι μέσα είναι.,"Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων.

«Η Ουκρανία διαθέτει εγκαταστάσεις βιολογικής έρευνας, και είμαστε πράγματι ανήσυχοι αυτό το διάστημα για την πιθανότητα οι ρωσικές δυνάμεις να αποπειραθούν να τις καταλάβουν», είπε η τρίτη τη τάξει της αμερικανικής διπλωματίας, η Βικτόρια Νούλαντ, κατά τη διάρκεια κοινοβουλευτικής ακρόασης.",makeleio.gr,179703,news,GR,el,['ουστ'],https://www.makeleio.gr/wp-content/uploads/2022/01/Μπάιντεν.jpg,False,,26.573673,a07c8d16fdb9ce7a87cd3d5214387308
Σχόλιο στο ΑΣΥΛΛΗΠΤΗ ΠΑΡΑΔΟΧΗ ΑΠΟ ΤΙΣ ΗΠΑ: «ΝΑΙ ΥΠΑΡΧΟΥΝ ΒΙΟΛΟΓΙΚΑ ΕΡΓΑΣΤΗΡΙΑ ΣΤΗΝ ΟΥΚΡΑΝΙΑ – ΤΑ ΚΑΤΑΣΤΡΕΦΟΥΜΕ ΓΙΑ ΝΑ ΜΗΝ ΤΑ ΠΑΡΕΙ Η ΡΩΣΙΑ» – ΤΙ ΕΧΟΥΝ ΝΑ ΠΟΥΝ ΤΩΡΑ ΤΑ ΔΥΤΙΚΑ ΜΜΕ; από Νεμεσις,Νεμεσις,2022-03-09 18:43:00,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%91%ce%a3%ce%a5%ce%9b%ce%9b%ce%97%ce%a0%ce%a4%ce%97-%ce%a0%ce%91%ce%a1%ce%91%ce%94%ce%9f%ce%a7%ce%97-%ce%b1%cf%80%cf%8c-%cf%84%ce%b9%cf%82-%ce%97%ce%a0%ce%91-%ce%9d%ce%b1%ce%b9-%cf%85%cf%80/#comment-3134644,makeleio.gr,"Τελικά, πισω από κάθε 'βρώμικο πολεμο' είναι πάντα οι ΗΠΑ και το ΝΑΤΟ.....","Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων.

«Η Ουκρανία διαθέτει εγκαταστάσεις βιολογικής έρευνας, και είμαστε πράγματι ανήσυχοι αυτό το διάστημα για την πιθανότητα οι ρωσικές δυνάμεις να αποπειραθούν να τις καταλάβουν», είπε η τρίτη τη τάξει της αμερικανικής διπλωματίας, η Βικτόρια Νούλαντ, κατά τη διάρκεια κοινοβουλευτικής ακρόασης.",makeleio.gr,179703,news,GR,el,['Νεμεσις'],https://www.makeleio.gr/wp-content/uploads/2022/01/Μπάιντεν.jpg,False,,26.573673,684c0f3adc3a793c2056684d58e56245
Stano (Κομισιόν): Οι πληροφορίες για εργαστήρια βιολογικού πολέμου στην Ουκρανία είναι πιθανόν ρωσική παραπληροφόρηση,,2022-03-09 18:45:00,timezone unknown,https://www.bankingnews.gr/index.php?id=614303,bankingnews.gr,Stano (Κομισιόν): Οι πληροφορίες για εργαστήρια βιολογικού πολέμου στην Ουκρανία είναι πιθανόν ρωσική παραπληροφόρηση,"Ουκρανός προεδρικός εκπρόσωπος δήλωσε: ""η Ουκρανία αρνείται κατηγορηματικά οποιονδήποτε τέτοιο ισχυρισμό"". Η Ευρωπαϊκή Ένωση δήλωσε σήμερα πως αμφισβητεί την αξιοπιστία των ρωσικών κυβερνητικών ισχυρισμών ότι ανακάλυψαν την ύπαρξη ενός στρατιωτικού βιολογικού προγράμματος στην Ουκρανία, λέγοντας πως η Μόσχα έχει ιστορικό διάδοσης παραπληροφόρησης για βιολογικά όπλα. ""Η αξιοπιστία των πληροφοριών που παρέχονται από το Κρεμλίνο είναι γενικά πολύ αμφίβολη και χαμηλή"", δήλωσε ο εκπρόσωπος της Ευρωπαϊκής Επιτροπής για θέματα εξωτερικής πολιτικής Πίτερ Στάνο.",bankingnews.gr,298862,news,GR,el,[],https://www.bankingnews.gr/media/k2/items/cache/2d274cadfc843a0178e8c6d248e989ac_XL.jpg,False,@bankingnewsgr,27.433855,520057bd9823b53d3bc083c5e55bd135
Σχόλιο στο ΑΣΥΛΛΗΠΤΗ ΠΑΡΑΔΟΧΗ ΑΠΟ ΤΙΣ ΗΠΑ: «ΝΑΙ ΥΠΑΡΧΟΥΝ ΒΙΟΛΟΓΙΚΑ ΕΡΓΑΣΤΗΡΙΑ ΣΤΗΝ ΟΥΚΡΑΝΙΑ – ΤΑ ΚΑΤΑΣΤΡΕΦΟΥΜΕ ΓΙΑ ΝΑ ΜΗΝ ΤΑ ΠΑΡΕΙ Η ΡΩΣΙΑ» – ΤΙ ΕΧΟΥΝ ΝΑ ΠΟΥΝ ΤΩΡΑ ΤΑ ΔΥΤΙΚΑ ΜΜΕ; από Κερκυραιος,Κερκυραιος,2022-03-09 18:46:58,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%91%ce%a3%ce%a5%ce%9b%ce%9b%ce%97%ce%a0%ce%a4%ce%97-%ce%a0%ce%91%ce%a1%ce%91%ce%94%ce%9f%ce%a7%ce%97-%ce%b1%cf%80%cf%8c-%cf%84%ce%b9%cf%82-%ce%97%ce%a0%ce%91-%ce%9d%ce%b1%ce%b9-%cf%85%cf%80/#comment-3134649,makeleio.gr,"Σε ολον τον κοσμο εχουν πλοκαμια..ζουν σε μεγαλη χλιδη με τεράστια κεφαλαια ποιον να υπολογισουν ,ελεγχουν τα παντα!!!Για αυτο ο Μητσοτακης ειναι φανατικος με την Νέα Τάξη,παιδι δικο τους.Μας παιζουν στα δάκτυλα οι πολιτικοι,στην βουλη πανε για να κονομησουν!!!","Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων.

«Η Ουκρανία διαθέτει εγκαταστάσεις βιολογικής έρευνας, και είμαστε πράγματι ανήσυχοι αυτό το διάστημα για την πιθανότητα οι ρωσικές δυνάμεις να αποπειραθούν να τις καταλάβουν», είπε η τρίτη τη τάξει της αμερικανικής διπλωματίας, η Βικτόρια Νούλαντ, κατά τη διάρκεια κοινοβουλευτικής ακρόασης.",makeleio.gr,179703,news,GR,el,['Κερκυραιος'],https://www.makeleio.gr/wp-content/uploads/2022/01/Μπάιντεν.jpg,False,,26.573673,55d2001b8b50a7f04266e78389e31a03
Σχόλιο στο ΑΣΥΛΛΗΠΤΗ ΠΑΡΑΔΟΧΗ ΑΠΟ ΤΙΣ ΗΠΑ: «ΝΑΙ ΥΠΑΡΧΟΥΝ ΒΙΟΛΟΓΙΚΑ ΕΡΓΑΣΤΗΡΙΑ ΣΤΗΝ ΟΥΚΡΑΝΙΑ – ΤΑ ΚΑΤΑΣΤΡΕΦΟΥΜΕ ΓΙΑ ΝΑ ΜΗΝ ΤΑ ΠΑΡΕΙ Η ΡΩΣΙΑ» – ΤΙ ΕΧΟΥΝ ΝΑ ΠΟΥΝ ΤΩΡΑ ΤΑ ΔΥΤΙΚΑ ΜΜΕ; από Ανώνυμη,Ανώνυμη,2022-03-09 19:06:34,full,https://www.makeleio.gr/%ce%b5%ce%be%cf%89%cf%86%cf%85%ce%bb%ce%bb%ce%bf/%ce%91%ce%a3%ce%a5%ce%9b%ce%9b%ce%97%ce%a0%ce%a4%ce%97-%ce%a0%ce%91%ce%a1%ce%91%ce%94%ce%9f%ce%a7%ce%97-%ce%b1%cf%80%cf%8c-%cf%84%ce%b9%cf%82-%ce%97%ce%a0%ce%91-%ce%9d%ce%b1%ce%b9-%cf%85%cf%80/#comment-3134665,makeleio.gr,Έχουν εξαπλωθεί παντού τα καρκινοματα...,"Τις σοκαριστικές αποκαλύψεις της Ρωσίας και της Κίνας επιβεβαίωσαν με τον πλέον επίσημο τρόπο οι ΗΠΑ τα ξημερώματα της Τετάρτης, καθώς η αναπληρώτρια υπουργός Εξωτερικών των ΗΠΑ Βικτόρια Νούλαντ σε ακρόαση στο Κογκρέσο, παραδέχθηκε ότι υπάρχουν βιολογικά εργαστήρια στην Ουκρανία και πρόσθεσε ότι οι ΗΠΑ ανησυχούν για να μην πέσουν στα χέρια των Ρώσων.

«Η Ουκρανία διαθέτει εγκαταστάσεις βιολογικής έρευνας, και είμαστε πράγματι ανήσυχοι αυτό το διάστημα για την πιθανότητα οι ρωσικές δυνάμεις να αποπειραθούν να τις καταλάβουν», είπε η τρίτη τη τάξει της αμερικανικής διπλωματίας, η Βικτόρια Νούλαντ, κατά τη διάρκεια κοινοβουλευτικής ακρόασης.",makeleio.gr,179703,news,GR,el,['Ανώνυμη'],https://www.makeleio.gr/wp-content/uploads/2022/01/Μπάιντεν.jpg,False,,26.573673,605b2500b1d5f163dc7414f8a8644a23
